Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
DFX Digital,https://www.dfx.com.tr,,,,,2022-01-01,,AI-supported digital advertising products,https://www.dfx.com.tr,,"Advertising, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Wowoo,https://wowooapps.com,,,,,2022-01-01,,Developer of mobile products based on artificial intelligence technology,https://wowooapps.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Vidoc Security Lab,https://www.vidocsecurity.com,Seed,,,,2022-01-01,Seed,AI security engineer,https://www.vidocsecurity.com,,"Cybersecurity, Artificial intelligence","San Francisco, USA, Asia",,true,true,
Incursor Technology,https://incursor.com,,,,,2022-01-01,,"System integration, software, hardware development services",https://incursor.com,,"Robotics, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
LTC,https://www.ltcyazilim.com,Equity Crowdfunding,237191,USD,237191,2022-01-01,Seed,"Intelligent robotic systems, maintenance and maintainer tracking software with artificial intelligence in the industrial field",https://www.ltcyazilim.com,1,"Robotics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Curiosity Technology,https://www.curiosity.tech,,,,,2022-01-01,,Artificial Intelligent based solutions,https://www.curiosity.tech,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
AISenseUs,https://aisenseus.net,,,,,2022-01-01,,Artificial intelligence sentiment analysis technologies on Turkish/English texts,https://aisenseus.net,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Kapsül Dx,https://kapsuldx.com,,,,,2022-01-01,,"Software, data analytics, artificial intelligence, robotic process automation, industrial IoT and cyber security solutions",https://kapsuldx.com,,"Internet of things, Agency, Cybersecurity, Artificial intelligence","Denizli, Turkey, Asia",,true,true,
SciTechSim,http://www.scitechsim.com,,,,,2022-01-01,,"Development of physical or software-based simulations in the education sector, creation of the most realistic educational scenarios, development of systems using artificial intelligence software",http://www.scitechsim.com,,"AR / VR, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
ReturnSoft,https://www.returnsoft.com.tr,,,,,2022-01-01,,"Software, mobile and web application development, artificial intelligence modeling, big data solutions",https://www.returnsoft.com.tr,,"Agency, Big data, Artificial intelligence","Sakarya, Turkey, Asia",,true,true,
Mirage Yazılım,https://miragemobile.com,,,,,2022-01-01,,"Software development, data analysis, artificial intelligence, machine learning, and mobile application development services",https://miragemobile.com,,"Agency, Big data, Artificial intelligence","Sakarya, Turkey, Asia",,true,true,
Smartus,https://smartustr.com,,,,,2022-01-01,,Artificial intelligence and blockchain-based smart health monitoring and analysis system,https://smartustr.com,,"Wearable, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Spatium,https://www.spatium.com.tr,,,,,2022-01-01,,Industrial solutions for autonomous vehicles and artificial intelligence,https://www.spatium.com.tr,,"Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",,true,true,
TurdusWorks,http://turdusworks.com,,,,,2022-01-01,,"Solutions in healthcare, education, data analytics and artificial intelligence",http://turdusworks.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Crexicon,https://www.crexicon.com,,,,,2022-01-01,,Industry-based industrial solutions with artificial intelligence and image processing technologies,https://www.crexicon.com,,"Image process, Artificial intelligence","Konya, Turkey, Asia",,true,true,
MedikalAI,https://www.medikalai.com.tr,,,,,2022-01-01,,Artificial intelligence solutions in healthcare,https://www.medikalai.com.tr,,"Artificial intelligence, Healthtech","Kütahya, Turkey, Asia",,true,true,
Gökmen,https://www.gokmenuavteam.com,,,,,2022-01-01,,"Aerospace, AI, robotics solutions",https://www.gokmenuavteam.com,,"Robotics, Aviationtech , Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",,true,true,
Turna.io,https://turna.io,,,,,2022-01-01,,Occupational safety solutions with artificial intelligence-supported image processing,https://turna.io,,"Internet of things, Image process, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Sorentum Teknoloji,https://www.sorentum.com,,,,,2022-01-01,,"Services in the field of information technologies, web and mobile applications",https://www.sorentum.com,,"Internet of things, Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
qnpSoft,https://www.qnpsoft.com,,,,,2022-01-01,,"Software solutions, custom web applications, big data technologies, cloud-based solutions",https://www.qnpsoft.com,,"Agency, Big data, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Lagari Technology,https://www.lagaritech.com,,,,,2022-01-01,,"R&D studies in the field of software, automation & SCADA and system solutions for sectors using IoT & artificial intelligence technologies",https://www.lagaritech.com,,"Industry40, Military, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Pnaps,http://pnaps.com,,,,,2022-01-01,,"Wearables, space projects and life sciences technologies",http://pnaps.com,,"Wearable, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Teknology House,https://teknologyhouse.com,,,,,2022-01-01,,"Digital display solutions, kiosk payment systems, artificial intelligence and image processing solutions",https://teknologyhouse.com,,"Image process, Artificial intelligence","Adana, Turkey, Asia",,true,true,
sugr.,https://sugr.framer.website,,,,,2022-01-01,,Wearable supported ERP/CRM for elderly care companies,https://sugr.framer.website,,"Wearable, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
DeepZeka,https://www.deepzeka.com,,,,,2022-01-01,,AI-based image and sound processing technologies,https://www.deepzeka.com,,"Image process, Deeptech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
RubigTech,https://rubigtech.com,,,,,2022-01-01,,"Embedded software, AI applications, smart cities and automation systems solutions",https://rubigtech.com,,"Smart city, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
FeatSpeak,https://www.featspeak.com,,,,,2022-01-01,,AI based english learning platform,https://www.featspeak.com,,"Edutech, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Cognito,https://www.cognito.com.tr,,,,,2022-01-01,,"System, artificial intelligence solutions, software development services",https://www.cognito.com.tr,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
HubX,https://hubx.co,,,,,2022-01-01,,Mobile app developer and publisher,https://hubx.co,,"Aggregator, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
PulpoLabs,https://www.pulpolabs.tech,,,,,2022-01-01,,AI-based B2C apps developer,https://www.pulpolabs.tech,,"Beauty & cosmetics, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Comitfy,https://comitfy.com,,,,,2022-01-01,,"R&D projects related to defense industry software, SAAS software, artificial intelligence solutions and gaming applications",https://comitfy.com,,"Artificial intelligence, SaaS","Ankara, Turkey, Asia",,true,true,
UnitPlan,https://unitplan.co,Pre-Seed,62500,USD,62500,2022-01-01,Pre-Seed,AI based tools for startups,https://unitplan.co,1,"Startup Ecosystem, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
qsoft,https://www.qsoft.com.tr,Seed,100000,USD,100000,2022-01-01,Seed,Automation and RPA solutions,https://www.qsoft.com.tr,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Yıldız Cep,https://yildizcep.com,,,,,2022-01-01,,Develops mobile applications with the power of AI to enhance and personalize the user experience,https://yildizcep.com,,"Social network, Content, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Sorbil,https://www.sorbil.org,Seed,175000,USD,175000,2022-01-01,Seed,AI powered edtech platform,https://www.sorbil.org,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
WEGS,https://wegs.com.tr,Equity Crowdfunding,139162,USD,139162,2022-01-01,Seed,Artificial intelligence-supported and cloud-based accounting and integration platform that automates the financial and commercial activities of businesses,https://wegs.com.tr,1,"Fintech, Artificial intelligence, SaaS","Denizli, Turkey, Asia",,true,true,
Bilge 1074,https://www.bilge1074.com,,,,,2022-01-01,,"Versatile artificial intelligence-supported tool that can be used in research and text production in corporate, technical, academic and individual fields",https://www.bilge1074.com,,Artificial intelligence,"Antalya, Turkey, Asia",,true,true,
Intersection App,https://intersectionapp.com,,,,,2022-01-01,,Algorithmic trading platform,https://intersectionapp.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
V-Risetech,https://www.v-risetech.com,Seed,20000,USD,20000,2022-01-01,Seed,"Cloud service that allows entrepreneurs, managers and employees to create a decentralized virtual environment, virtual event and virtual worker without any coding knowledge",https://www.v-risetech.com,1,"Video, Artificial intelligence, SaaS","Adana, Turkey, Asia",,true,true,
Orbiba Robotics,https://orbibarobotics.com,Equity Crowdfunding,205470,USD,205470,2022-01-01,Seed,Smart little robots with minimal carbon footprint and renewable energy for organic farmers taking the initiative to solve the problem of access to safe food,https://orbibarobotics.com,1,"Robotics, Sustainability, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",,true,true,
Çağ Yazılım ve Tasarım,https://cagyazilim.com.tr,,,,,2022-01-01,,"Digital transformation, data analytics services, AI applications and software solutions",https://cagyazilim.com.tr,,"Agency, Artificial intelligence","Kırıkkale, Turkey, Asia",,true,true,
Healysense,https://healysense.ai,,,,,2022-01-01,,Medical image analysis solutions,https://healysense.ai,,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",,true,true,
DeCanaria,https://www.decanaria.com,,,,,2022-01-01,,AI-driven insights for job market data,https://www.decanaria.com,,"Deeptech, Artificial intelligence","New York, USA, Asia",,true,true,
Ad-Pro-Plus,https://ephesial.com,,,,,2022-01-01,,Artificial intelligence solution that enables Amazon sellers to increase the efficiency and profitability of their ads on Amazon,https://ephesial.com,,"Advertising, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Orbina,https://orbina.ai,Seed,120000,USD,120000,2022-01-01,Seed,AI tool focused on content production,https://orbina.ai,1,"Content, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
POYRAI,http://www.poyrai.com,,,,,2022-01-01,,Artificial intelligence based industrial image processing and robotic systems,http://www.poyrai.com,,"Image process, Robotics, Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
DeepTech Engineering,https://www.deeptecheng.com.tr,,,,,2022-01-01,,"R&D in the fields of digitalization, materials, energy, AI, technical textiles",https://www.deeptecheng.com.tr,,"Advanced materials, Deeptech, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Karmen.ai,https://www.karmen.ai,,,,,2022-01-01,,Deep learning artificial intelligence product adapting image processing technologies to both the automotive and mobility related fields,https://www.karmen.ai,,"Image process, Artificial intelligence, Autotech","Ankara, Turkey, Asia",,true,true,
Boost Wealth,https://boostwealth.app,,,,,2022-01-01,,AI investment advisor,https://boostwealth.app,,"Fintech, Artificial intelligence","Barcelona, Spain, Asia",,true,true,
Inflection AI,https://inflection.ai,Series A,1300000000,USD,1300000000,2022-01-01,Early Stage Venture,AI studio creating a personal AI for everyone,https://inflection.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",,true,true,
Agrovech,https://agrovech.com,Seed,100000,USD,100000,2022-01-01,Seed,Artificial intelligence-supported agricultural analysis platform,https://agrovech.com,1,"Artificial intelligence, Agritech","Sakarya, Turkey, Asia",,true,true,
Wrifix,https://wrifix.com,,,,,2022-01-01,,Screenplay and movie production tracking application,https://wrifix.com,,"NFT, Media, Blockchain, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Resfeber,https://resfebertrips.com,,,,,2022-01-01,,AI-powered travel assistant,https://resfebertrips.com,,"Travel, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
IBot.run,https://ibot.run,,,,,2022-01-01,,Bot software designed for discord servers,https://ibot.run,,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
Infuseloop,https://main.infuseloop.com,,,,,2022-01-01,,AI based web solutions to improve research processes,https://main.infuseloop.com,,"Productivity, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
PAPBİL,https://papbil.com,,,,,2022-01-01,,"Genetics-based, artificial intelligence-supported talent analysis robot",https://papbil.com,,Artificial intelligence,"Sivas, Turkey, Asia",,true,true,
Searchbase,https://searchbase.app,,,,,2022-01-01,,Personalized AI assistant for teams,https://searchbase.app,,"Search engine, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
WITLABS,https://witlabs.com.tr,,,,,2022-01-01,,"Artificial intelligence, machine learning algorithms technologies",https://witlabs.com.tr,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Vesnat,https://vesnat.com,,,,,2022-01-01,,Solutions in artificial intelligence and software,https://vesnat.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
AI Face Data,http://www.aifacedata.ltd,,,,,2022-01-01,,Artificial intelligence-assisted face classification system,http://www.aifacedata.ltd,,Artificial intelligence,"Kastamonu, Turkey, Asia",,true,true,
Derin Teknoloji,https://derinteknoloji.com.tr,,,,,2022-01-01,,Services in the field of deep technology,https://derinteknoloji.com.tr,,"Internet of things, Image process, Deeptech, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Airdub,https://airdub.com.tr,,,,,2022-01-01,,Artificial intelligence-based dubbing and voice cloning technologies,https://airdub.com.tr,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Smartest Company,https://www.smartestcompany.co,,,,,2022-01-01,,Develops products that are intelligentised with artificial intelligence and computer vision and can be integrated into daily life,https://www.smartestcompany.co,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Renium,https://www.reniumglobal.com,,,,,2022-01-01,,"Data analytics, AI and ERP solutions",https://www.reniumglobal.com,,"Internet of things, Artificial intelligence, Business intelligence","Bursa, Turkey, Asia",,true,true,
Geeklyzer,https://www.geeklyzer.com,Pre-Seed,130945,USD,130945,2022-01-01,Pre-Seed,"Artificial intelligence, data and algorithm-driven influencer marketing tool",https://www.geeklyzer.com,1,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
DeepSent,https://deepsent.ai,,,,,2022-01-01,,Deep learning based sentiment analysis SaaS platform,https://deepsent.ai,,"Deeptech, Artificial intelligence, SaaS","Izmir, Turkey, Asia",,true,true,
DigiEye,https://digieye.ai,,,,,2022-01-01,,"Solutions for digitalization processes using electronic systems, industry 4.0(IOT), image processing and AI technologies",https://digieye.ai,,"Industry40, Internet of things, Image process, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Bulut Hizmet,https://buluthizmet.com,,,,,2022-01-01,,Smart IoT solutions with AI and machine learning integration,https://buluthizmet.com,,"Internet of things, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Homster,https://www.homster.com,SAFE,200000,USD,200000,2022-01-01,Pre-Seed,AI based interior design service,https://www.homster.com,1,"Artificial intelligence, Proptech","California, USA, Asia",,true,true,
Car Studio AI,https://carstudio.ai,,,,,2022-01-01,,Artificial intelligence solutions for the second-hand automotive industry,https://carstudio.ai,,"Image process, Artificial intelligence, Autotech","Istanbul, Turkey, Asia",,true,true,
