Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
DexterGPT,https://dextergpt.com,,,,,2024-01-01,,Artificial intelligence-powered SEO and digital marketing solutions,https://dextergpt.com,,"Agency, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Veriauth,https://veriauth.co,,,,,2024-01-01,,"Enterprise-grade visual intelligence platform that transforms how organizations capture, verify, and analyze visual data",https://veriauth.co,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Okapi,https://www.okapitech.co,,,,,2024-01-01,,AI-powered mobile and web apps,https://www.okapitech.co,,"Agency, Artificial intelligence","Konya, Turkey, Asia",,true,true,
Asem Terapi,http://asemterapi.com,,,,,2024-01-01,,Virtual reality and artificial intelligence-supported products suitable for use in the healthcare sector,http://asemterapi.com,,"AR / VR, Artificial intelligence, Healthtech","Malatya, Turkey, Asia",,true,true,
Reacher,https://reacherapp.com,,,,,2024-01-01,,AI-powered platform that automates creator marketing workflows,https://reacherapp.com,,"Marketingtech, Artificial intelligence","San Francisco, USA, Asia",,true,true,
Orca,https://orcaengine.ai,,,,,2024-01-01,,Open-source artificial intelligence game engine,https://orcaengine.ai,,"Artificial intelligence, Developer Tools","San Francisco, USA, Asia",,true,true,
Pepper Insight,https://pepperinsight.com,,,,,2024-01-01,,AI-powered global business development platform,https://pepperinsight.com,,"Artificial intelligence, SaaS","Seattle, USA, Asia",,true,true,
Robenice,https://www.robenice.com.tr,,,,,2024-01-01,,"Solutions in automation, alarm management, RPA, orchestration and software",https://www.robenice.com.tr,,Artificial intelligence,"Mersin, Turkey, Asia",,true,true,
CureCraft,https://curecraft.co,Seed,100000,USD,100000,2024-01-01,Seed,Develops industrial and therapeutic proteins,https://curecraft.co,1,"Biotech, Artificial intelligence","London, UK, Asia",,true,true,
Quibas,https://www.aneta.tr,,,,,2024-01-01,,"Integrated platform that optimises supply chain, finance and data management processes using artificial intelligence",https://www.aneta.tr,,"Artificial intelligence, SaaS","Antalya, Turkey, Asia",,true,true,
Dehai,https://www.dehai.co,,,,,2024-01-01,,Artificial intelligence automation for businesses,https://www.dehai.co,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Clear Cart,https://clearcart.com.tr,,,,,2024-01-01,,AI-powered mobile application that enables users to scan products to access content information and make purchases tailored to their needs.,https://clearcart.com.tr,,"Foodtech, Artificial intelligence","Kayseri, Turkey, Asia",,true,true,
Arc Corp,https://arccorp.ai,,,,,2024-01-01,,"AI-native operating system that unifies infrastructure, autonomous agents and human creativity",https://arccorp.ai,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
RagHubs,,,,,,2024-01-01,,Generative AI platform designed for enterprise use,,,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
FashionNext,https://www.fashionnext.ai,,,,,2024-01-01,,AI-powered studio that simplifies the product photography processes for ready-to-wear and textile brands.,https://www.fashionnext.ai,,"Fashion, Artificial intelligence","Dover, USA, Asia",,true,true,
Cognitio Intelligence,https://cognitioi.com,,,,,2024-01-01,,Provides data analytics and artificial intelligence solutions,https://cognitioi.com,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Justech,https://justech.com.tr,,,,,2024-01-01,,"Software development, AI-powered management and automation services, cybersecurity, data science solutions",https://justech.com.tr,,"Big data, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
GetTwin,https://gettwin.io,Pre-Seed,120000,USD,120000,2024-01-01,Pre-Seed,"All-in-one digital sales office for real estate developers, built on digital-twin technology",https://gettwin.io,1,"Artificial intelligence, SaaS, Proptech","Istanbul, Turkey, Asia",,true,true,
GreenEdge Technologies,https://www.greenedge-tech.com,,,,,2024-01-01,,Solutions to guide businesses on their Industry 4.0 journey and optimise energy efficiency for a sustainable future,https://www.greenedge-tech.com,,"Energy, Artificial intelligence","Utrecht, The Netherlands, Asia",,true,true,
Surveill,https://www.surveill.ai,Seed,1000000,USD,1000000,2024-01-01,Seed,AI-powered marketing compliance reviews,https://www.surveill.ai,1,"Marketingtech, Artificial intelligence","Coral Gables, USA, Asia",,true,true,
Prometa AI,https://www.prometa.ai,,,,,2024-01-01,,Solutions for businesses to transform their business models using artificial intelligence technologies,https://www.prometa.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Superblend,https://superblend.com,,,,,2024-01-01,,Develops AI applications that simplify life and increase productivity,https://superblend.com,,"Productivity, Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Spotstimate,https://spotstimate.com,,,,,2024-01-01,,Artificial intelligence-powered software service designed to forecast spot market energy prices one day in advance,https://spotstimate.com,,"Energy, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Narsent,https://www.narsent.com,,,,,2024-01-01,,AI-powered decision and insight infrastructure,https://www.narsent.com,,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
PixelByte,https://pixelbyte.app,Pre-Seed,400000,USD,400000,2024-01-01,Pre-Seed,Mobile AI technology,https://pixelbyte.app,1,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
REGEN AI,https://regenai.com.tr,,,,,2024-01-01,,SaaS platform that optimizes inventory management processes for small and medium-sized businesses using artificial intelligence,https://regenai.com.tr,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
EchoTwin AI,https://www.echotwin.ai,Seed,8000000,USD,8000000,2024-01-01,Seed,Artificial intelligence-based urban infrastructure solutions,https://www.echotwin.ai,1,"Smart city, Artificial intelligence","Dubai, UAE, Asia",,true,true,
Zavo,https://zavopay.com,Pre-Seed,200000,USD,200000,2024-01-01,Pre-Seed,AI-native operating system for in-person commerce,https://zavopay.com,1,"Fintech, Artificial intelligence","London, UK, Asia",,true,true,
FutureVerde,https://www.futureverde.com,,,,,2024-01-01,,ESG analysis and green financing solutions,https://www.futureverde.com,,"Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Knowhy,https://knowhy.co,,,,,2024-01-01,,Artificial intelligence-powered chatbot and digital assistant solutions for businesses,https://knowhy.co,,"Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Graft Counter,https://graftcounter.app,,,,,2024-01-01,,"AI-powered app that counts hair grafts with precision, generates detailed reports",https://graftcounter.app,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
ErTech,https://ertechnology.net,,,,,2024-01-01,,"Software, electronics and IoT-based smart systems",https://ertechnology.net,,"Internet of things, Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Infinium Vision Intelligence,https://www.infiniumvi.com,,,,,2024-01-01,,AI-powered solutions for intelligent energy management and optimization,https://www.infiniumvi.com,,"Internet of things, Cleantech, Energy, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AISET Teknoloji,http://aiset.com.tr,,,,,2024-01-01,,"Solutions in sensors, devices, electronics, software, and artificial intelligence",http://aiset.com.tr,,"Agency, Electronics, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Sas Teknoloji,https://sasteknoloji.com,,,,,2024-01-01,,"Image processing-supported automation, artificial intelligence, and electronic solutions",https://sasteknoloji.com,,"Image process, Robotics, Electronics, Artificial intelligence","Kahramanmaraş, Turkey, Asia",,true,true,
RunALL,https://www.runall.app,,,,,2024-01-01,,"All-in-one platform that combines social media, e-commerce, payments, and appointment management in a single, local-focused ecosystem",https://www.runall.app,,"Social media, Marketingtech, Artificial intelligence","Kahramanmaraş, Turkey, Asia",,true,true,
IGENAS,https://www.igenas.com,,,,,2024-01-01,,Artificial intelligence-powered digital measurement and assessment applications,https://www.igenas.com,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
zpigo,https://www.zpigo.com,,,,,2024-01-01,,Artificial intelligence-powered early warning system predicting silent resignations based on data,https://www.zpigo.com,,"Hrtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Alpacom,https://alpacom.co,,,,,2024-01-01,,"Solutions in the fields of artificial intelligence, mobile application, and software development",https://alpacom.co,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
Sibertam,https://sibertam.com.tr,,,,,2024-01-01,,"Cybersecurity, forensic computing, and artificial intelligence applications",https://sibertam.com.tr,,"Cybersecurity, Artificial intelligence","Elazığ, Turkey, Asia",,true,true,
Mamentis,https://www.mamentis.com,Seed,50000,USD,50000,2024-01-01,Seed,"AI partner that transforms business operations by integrating autonomous multi-agent systems, custom AI solutions, and seamless AI deployment",https://www.mamentis.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Alse Data,https://www.alsedata.com,,,,,2024-01-01,,AI data analytics agent focused on making machine learning predictive analysis accessible,https://www.alsedata.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
DringAI,https://dring.ai,Pre-Seed,98570,USD,98570,2024-01-01,Pre-Seed,Digital AI voice agents,https://dring.ai,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
ApyGuard,https://www.apyguard.com,,,,,2024-01-01,,AI-powered API security testing,https://www.apyguard.com,,"Cybersecurity, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Squud,https://squud.com,,,,,2024-01-01,,AI-powered digital marketing solutions,https://squud.com,,"Agency, Artificial intelligence","Düzce, Turkey, Asia",,true,true,
45 Scores,https://dakika45.com,,,,,2024-01-01,,"Ai-powered live score, news",https://dakika45.com,,"News, Sports, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Persona Vision,https://personavision.net,,,,,2024-01-01,,AI-driven solutions to streamline hiring process,https://personavision.net,,"Hrtech, Artificial intelligence","Delaware, USA, Asia",,true,true,
Actins AI,https://actins.ai,,,,,2024-01-01,,AI-based analytics tool that takes over the daily tasks of e-commerce teams,https://actins.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Harmony AI,https://harmony-data.ai,,,,,2024-01-01,,Artificial intelligence solutions for the retail industry,https://harmony-data.ai,,"Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Hamla Teknoloji,http://hamlateknoloji.com,,,,,2024-01-01,,"Develops smart, sensor-integrated sports technologies that enhance athlete performance and safety through real-time data, AI insights, and mobile connectivity",http://hamlateknoloji.com,,"Wearable, Sports, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Squamobi,https://squamobi.com,,,,,2024-01-01,,AI mobile apps developer,https://squamobi.com,,"Agency, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Groupshift,https://groupshift.net,,,,,2024-01-01,,"Advertising performance management, AI and software solutions",https://groupshift.net,,"Agency, Advertising, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Glotech IT Solutions,https://www.glotech.io,,,,,2024-01-01,,"AI-powered solutions for industrial automation, data analytics, and digital transformation",https://www.glotech.io,,Artificial intelligence,"Tartu, Estonia, Asia",,true,true,
BizeBiriLazım,https://bizebirilazim.com,,,,,2024-01-01,,AI-powered employment network digitizing short-term and flexible work,https://bizebirilazim.com,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Parenting Plus,https://parentingplus.app,,,,,2024-01-01,,AI-powered parenting app,https://parentingplus.app,,"Baby toddler kids, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Biyovisio,https://www.biyovisio.com,,,,,2024-01-01,,"Artificial intelligence app that detects cancer early in medical diagnostics, MRI and CT scan",https://www.biyovisio.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Funi AI,https://funi.ai,,,,,2024-01-01,,AI-native applications and AI agents for the real estate industry,https://funi.ai,,"Artificial intelligence, Proptech","Newark, USA, Asia",,true,true,
Detartech,https://www.detartech.com,,,,,2024-01-01,,"End-to-end solutions in software, mobile, AI, and DevOps",https://www.detartech.com,,"Cybersecurity, Cloud, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
IWWOMI,https://iwwomi.com,,,,,2024-01-01,,"Mobile app development, web-based solutions, AI & ML, cloud computing and database management solutions",https://iwwomi.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Carbonetz,https://carbonetz.ai,,,,,2024-01-01,,Artificial intelligence-based platform that supports companies to achieve their sustainability goals,https://carbonetz.ai,,"Climatetech, Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
ISITECH,https://isitech.ai,,,,,2024-01-01,,"Medical imaging, 3D modeling and artificial intelligence supported simulation technologies for the health sector",https://isitech.ai,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
SatoLOC Insight,https://www.satolocinsight.com,,,,,2024-01-01,,"AI-powered content optimization, multilingual localization and content generation platform that automates translation, SEO, and content publishing",https://www.satolocinsight.com,,"Agency, Content, Artificial intelligence","Eskişehir, Turkey, Asia",,true,true,
Robopine,https://robopine.com,,,,,2024-01-01,,"AI-powered solutions that help businesses analyze, manage, and act on vast datasets in real-time",https://robopine.com,,"Smart city, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Humanion,https://www.humanion.ai,,,,,2024-01-01,,Generative artificial intelligence technologies to create new “Humanions” by improving human-computer interaction,https://www.humanion.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
MetaLore,https://metalore.ai,,,,,2024-01-01,,"Next-generation AI, Gen-AI, and comprehensive data solutions designed for businesses",https://metalore.ai,,"Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
OwlApply,https://app.owlapply.com,,,,,2024-01-01,,AI-powered resume builder and job application assistant,https://app.owlapply.com,,"Hrtech, Artificial intelligence","Espoo, Finland, Asia",,true,true,
Ayrota,https://ayrota.com,,,,,2024-01-01,,AI-powered IMU-Only inertial navigation software without GNSS,https://ayrota.com,,"Deeptech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Manuel AI,https://manuel.chat,,,,,2024-01-01,,Automating technical support for OEMs and Installation Enterprises,https://manuel.chat,,Artificial intelligence,"Amsterdam, The Netherlands, Asia",,true,true,
Rozetta AI,https://rozetta.ai,,,,,2024-01-01,,It leverages AI and historical data to build predictive models that optimize aviation operations,https://rozetta.ai,,"Aviationtech , Artificial intelligence","London, UK, Asia",,true,true,
Codixus,https://codixus.com,,,,,2024-01-01,,Mobile app development and AI-powered software solutions,https://codixus.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Next Big App,https://nextbig.app,Seed,300000,USD,300000,2024-01-01,Seed,Mobile application studio focused on artificial intelligence technologies,https://nextbig.app,1,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Uxer,https://uxer.ai,,,,,2024-01-01,,AI-powered automation assistant,https://uxer.ai,,"Productivity, Artificial intelligence","Balıkesir, Turkey, Asia",,true,true,
EasyPack AI,https://easypack.ai,,,,,2024-01-01,,Cloud-based platform that transforms warehousing and logistics processes with artificial intelligence and 3D technology,https://easypack.ai,,"Logistics, Artificial intelligence","Antalya, Turkey, Asia",,true,true,
Medikte,https://medikte.com,,,,,2024-01-01,,Provides speech-to-text medical dictation software to automate clinical documentation and reduce workload for healthcare professionals,https://medikte.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
ConvoStream,https://convostream.ai,,,,,2024-01-01,,"AI-powered platform providing real-time insights, contextual information access and intelligent control",https://convostream.ai,,"Customer experience, Artificial intelligence","Trabzon, Turkey, Asia",,true,true,
Codeviv,https://www.codeviv.com,,,,,2024-01-01,,"Custom software development, AI solutions, digital signatures, human resource management platforms, IoT, web and mobile application development services",https://www.codeviv.com,,"Internet of things, Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Maveria,https://maveria.co,,,,,2024-01-01,,"Solutions in machine learning, image processing, natural language processing, generative AI and optimization",https://maveria.co,,"Image process, Deeptech, Artificial intelligence","Trabzon, Turkey, Asia",,true,true,
TGC Bilişim,https://tgcbilisim.com,,,,,2024-01-01,,"Software, cloud and infrastructure services, AI and data analytics, cyber security, UI/UX design, IoT solutions",https://tgcbilisim.com,,"Agency, Cybersecurity, Cloud, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Swayfish,https://swayfish.com,,,,,2024-01-01,,"AI-powered and IoT-integrated systems for environmental control and automation in wireless, adaptive ecosystems",https://swayfish.com,,"Internet of things, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Lokum OPS,https://lokumops.com,,,,,2024-01-01,,Cloud migrations and GenAI solutions,https://lokumops.com,,"Cloud, Artificial intelligence, SaaS","Kocaeli, Turkey, Asia",,true,true,
Onepath.ai,https://onepath.ai,,,,,2024-01-01,,AI-based lead management platform,https://onepath.ai,,"Artificial intelligence, SaaS","Austin, USA, Asia",,true,true,
StarQuiz,https://www.starquiz.ai,,,,,2024-01-01,,Platform that enables teachers to turn lecture recordings into quizzes and feedback with artificial intelligence,https://www.starquiz.ai,,"Edutech, Artificial intelligence","San Diego, USA, Asia",,true,true,
Kodlanabilir,https://kodlanabilir.com,,,,,2024-01-01,,AI powered softwares in maritime industry,https://kodlanabilir.com,,"Big data, Marinetech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Planla.ai,https://planla.ai,Seed,250000,USD,250000,2024-01-01,Seed,"AI agents, automation, and data management platform",https://planla.ai,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Gate Maritime Softwares,https://gatemaritime.com/,,,,,2024-01-01,,AI powered CRM systems in maritime sector,https://gatemaritime.com/,,"Marinetech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Osstart,https://www.osstart.com.tr,,,,,2024-01-01,,B2B and B2C solutions with artificial intelligence technologies,https://www.osstart.com.tr,,"Image process, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
SeenMood,https://www.seenmood.com,,,,,2024-01-01,,AI-powered video conferencing platform that analyzes emotions and engagement,https://www.seenmood.com,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
CodeMiner,https://www.codeminer.com.tr,,,,,2024-01-01,,AI-driven R&D solutions for the mining industry,https://www.codeminer.com.tr,,"Miningtech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Callwiser,https://callwiser.ai,,,,,2024-01-01,,"AI-powered recruitment platform that automates the hiring process by sourcing, ranking, and screening candidates through AI-led interviews",https://callwiser.ai,,"Hrtech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
AISTUDIO,https://aistudio.com.tr,,,,,2024-01-01,,Artificial intelligence and data science solutions,https://aistudio.com.tr,,"Image process, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
PandaApp,https://pandaapp.me,,,,,2024-01-01,,"Smart personal assistant that boosts productivity with AI-powered routines, reminders, and expert-backed recommendations—helping users optimize their daily lives efficiently",https://pandaapp.me,,"Productivity, Well-being, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
DyStory,https://dystoryapp.wordpress.com,,,,,2024-01-01,,"Educational mobile app that helps the education of children with dyslexia through visual, auditory, and verbal interactions",https://dystoryapp.wordpress.com,,"Baby toddler kids, Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
All Next,https://allnext.io,,,,,2024-01-01,,Health technologies,https://allnext.io,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
CerebrAI-VorTX,https://cerebrai-vortx.com,,,,,2024-01-01,,"Artificial intelligence-focused solutions from health to education, from smart transportation to sustainable energy",https://cerebrai-vortx.com,,Artificial intelligence,"Şanlıurfa, Turkey, Asia",,true,true,
Foundry,https://www.thefoundryai.com,Seed,,,,2024-01-01,Seed,Web simulation and annotation for browser agents,https://www.thefoundryai.com,,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
High5,https://get-high5.com,,,,,2024-01-01,,Review management software for hospitality & gastronomy,https://get-high5.com,,"Review, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Uniti AI,https://getuniti.com,Seed,4000000,USD,4000000,2024-01-01,Seed,AI sales agent platform built for global commercial real estate,https://getuniti.com,1,"Artificial intelligence, Proptech","New York, USA, Asia",,true,true,
Trace,https://tracetec.co,Seed,,,,2024-01-01,Seed,"Voice AI customer support for fintechs, banking, and insurance",https://tracetec.co,,Artificial intelligence,"Berkeley, USA, Asia",,true,true,
DeepWork,https://deepwork.com.tr,,,,,2024-01-01,,Software solutions ranging from human resources to clothing recommendation to service/operational efficiency,https://deepwork.com.tr,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Tuval,https://tuval.ai,,,,,2024-01-01,,Print on demand platform for people and printing companies,https://tuval.ai,,"Ecommerce, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
CornerBox,https://www.cornerbox.ai,Pre-Seed,1000000,USD,1000000,2024-01-01,Pre-Seed,AI-powered smart retail platform,https://www.cornerbox.ai,1,"Robotics, Retailtech, Artificial intelligence","Rotterdam, The Netherlands, Asia",,true,true,
Qmindlab,https://qmindlab.com,,,,,2024-01-01,,Digital transformation and AI-powered data analytics solutions for businesses,https://qmindlab.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
cognipeer,https://www.cognipeer.com,,,,,2024-01-01,,Development of AI products and solutions,https://www.cognipeer.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Polymet,https://www.polymet.ai,Pre-Seed,500000,USD,500000,2024-01-01,Pre-Seed,AI product designer,https://www.polymet.ai,1,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
Biddle,https://www.biddle.ai,,,,,2024-01-01,,Aims to optimize digital advertising campaigns of mobile games by predicting the return on investment by developing a data analytics-driven and AI-powered platform,https://www.biddle.ai,,"Gaming, Advertising, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Ekotify,https://ekotify.com,,,,,2024-01-01,,Platform that optimizes companies' sales and support processes by analyzing phone calls between customer representatives and customers with artificial intelligence,https://ekotify.com,,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",,true,true,
Vispection,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI solutions,,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Viral Teknoloji,https://vrl-ai.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI technologies to fight online manipulation and empower creative individuals,https://vrl-ai.com,1,"Image process, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Fishgramer,https://fishgramer.com,,,,,2024-01-01,,"System that provides real-time weight estimation of fish in cage nets underwater, offering this data to fish farm owners",https://fishgramer.com,,"Image process, Artificial intelligence","Isparta, Turkey, Asia",,true,true,
Mytech,https://mytechteknoloji.com,,,,,2024-01-01,,"Artificial intelligence, data analytics and advanced technology solutions",https://mytechteknoloji.com,,"Media, Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AssetFab,https://www.assetfab.com,,,,,2024-01-01,,AI-driven platform designed to streamline asset creation,https://www.assetfab.com,,"Gaming, Artificial intelligence, Developer Tools","London, UK, Asia",,true,true,
Jupytr,https://jupy.tr,,,,,2024-01-01,,AI legal assistant,https://jupy.tr,,"Legaltech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Safespeech,https://safespeech.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Intelligent security systems based on voice analysis,https://safespeech.com.tr,1,"Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Mindtest,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Alzheimer's and dementia diagnosis with artificial intelligence-supported mobile mental state tests,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Integral,https://www.integral.de,Pre-Seed,6605000,USD,6605000,2024-01-01,Pre-Seed,"Tax processes solutions for self-employed people, small companies and freelancers",https://www.integral.de,1,"Fintech, Artificial intelligence","Berlin, Germany, Asia",,true,true,
AId Core Solutions,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence-based diabetic retinopathy early detection decision support service,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Metrik3 Yazılım,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence-powered container tracking and management system,,1,"Logistics, Artificial intelligence","Kayseri, Turkey, Asia",,true,true,
Optimum,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Intelligent production/service planning module decision support system,,1,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
UGF Makine,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered autonomous weeding and disease detection robot,,1,"Artificial intelligence, Agritech","Mersin, Turkey, Asia",,true,true,
MOSIMAI,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Design and management of AI-assisted predictive systems in engineering and science,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Artificlient,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence based psychotherapy simulations,,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Pronuve Yazılım,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered water efficiency management platform for urban green spaces,,1,"Smart city, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Stylix.ai,https://stylix.ai,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI fashion assistant designed to digitize your wardrobe,https://stylix.ai,1,"Fashion, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Eluvium,https://www.eluvium.ai,,,,,2024-01-01,,AI agents for sales & operations in manufacturing,https://www.eluvium.ai,,Artificial intelligence,"London, UK, Asia",,true,true,
Serumix,http://serumix.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial Intelligence and IoT supported sustainable agriculture solutions,http://serumix.com,1,"Internet of things, Artificial intelligence, Agritech","Adana, Turkey, Asia",,true,true,
Pilka,https://www.pilka.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Software engineering services for productivity applications,https://www.pilka.com.tr,1,"Productivity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
ODIGOS,https://www.odigostechnology.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence solutions and digital transformation solutions,https://www.odigostechnology.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Hotel+,https://www.hotelplus.ai,,,,,2024-01-01,,Hotel hospitality platform,https://www.hotelplus.ai,,"Hotel, Artificial intelligence","Erzurum, Turkey, Asia",,true,true,
BioRest,https://www.biorest.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Wellness startup combining smart ambient scent technology and mobile health data tracking to enhance physical and mental well-being,https://www.biorest.com.tr,1,"Well-being, Artificial intelligence, Healthtech","Izmir, Turkey, Asia",,true,true,
BaitCyber Technology,https://baitcyber.com,,,,,2024-01-01,,Phishing with AI,https://baitcyber.com,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Pulse,https://pulsefin.tech,,,,,2024-01-01,,"Solutions that optimize business processes with technologies such as software development, artificial intelligence, robotic process automation",https://pulsefin.tech,,"Fintech, Artificial intelligence, Business intelligence","Izmir, Turkey, Asia",,true,true,
FINCH Network,https://www.finchnow.com,,,,,2024-01-01,,"AI-powered tools to make venue marketing valuable for venues, customers and brands",https://www.finchnow.com,,"Restaurant, Marketingtech, Artificial intelligence","San Francisco, USA, Asia",,true,true,
BOMBUS.AI,https://bombusai.com,Equity Crowdfunding,245292,USD,245292,2024-01-01,Seed,Artificial intelligence supported hydroponic agriculture greenhouse technologies system,https://bombusai.com,1,"Artificial intelligence, Agritech","Ankara, Turkey, Asia",,true,true,
