Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Inflection AI,https://inflection.ai,Series A,1300000000,USD,1300000000,2022-01-01,Early Stage Venture,AI studio creating a personal AI for everyone,https://inflection.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",
Agrovech,https://agrovech.com,Seed,100000,USD,100000,2022-01-01,Seed,Artificial intelligence-supported agricultural analysis platform,https://agrovech.com,1,"Artificial intelligence, Agritech","Sakarya, Turkey, Asia",
Wrifix,https://wrifix.com,,,,,2022-01-01,,Screenplay and movie production tracking application,https://wrifix.com,,"NFT, Media, Blockchain, Artificial intelligence","Istanbul, Turkey, Asia",
Resfeber,https://resfebertrips.com,,,,,2022-01-01,,AI-powered travel assistant,https://resfebertrips.com,,"Travel, Artificial intelligence","Istanbul, Turkey, Asia",
IBot.run,https://ibot.run,,,,,2022-01-01,,Bot software designed for discord servers,https://ibot.run,,Artificial intelligence,"Izmir, Turkey, Asia",
Infuseloop,https://main.infuseloop.com,,,,,2022-01-01,,AI based web solutions to improve research processes,https://main.infuseloop.com,,"Productivity, Artificial intelligence","Izmir, Turkey, Asia",
PAPBİL,https://papbil.com,,,,,2022-01-01,,"Genetics-based, artificial intelligence-supported talent analysis robot",https://papbil.com,,Artificial intelligence,"Sivas, Turkey, Asia",
Searchbase,https://searchbase.app,,,,,2022-01-01,,Personalized AI assistant for teams,https://searchbase.app,,"Search engine, Artificial intelligence","Istanbul, Turkey, Asia",
WITLABS,https://witlabs.com.tr,,,,,2022-01-01,,"Artificial intelligence, machine learning algorithms technologies",https://witlabs.com.tr,,Artificial intelligence,"Istanbul, Turkey, Asia",
Vesnat,https://vesnat.com,,,,,2022-01-01,,Solutions in artificial intelligence and software,https://vesnat.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
AI Face Data,http://www.aifacedata.ltd,,,,,2022-01-01,,Artificial intelligence-assisted face classification system,http://www.aifacedata.ltd,,Artificial intelligence,"Kastamonu, Turkey, Asia",
Derin Teknoloji,https://derinteknoloji.com.tr,,,,,2022-01-01,,Services in the field of deep technology,https://derinteknoloji.com.tr,,"Internet of things, Image process, Deeptech, Artificial intelligence","Bursa, Turkey, Asia",
Airdub,https://airdub.com.tr,,,,,2022-01-01,,Artificial intelligence-based dubbing and voice cloning technologies,https://airdub.com.tr,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Smartest Company,https://www.smartestcompany.co,,,,,2022-01-01,,Develops products that are intelligentised with artificial intelligence and computer vision and can be integrated into daily life,https://www.smartestcompany.co,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Renium,https://www.reniumglobal.com,,,,,2022-01-01,,"Data analytics, AI and ERP solutions",https://www.reniumglobal.com,,"Internet of things, Artificial intelligence, Business intelligence","Bursa, Turkey, Asia",
Geeklyzer,https://www.geeklyzer.com,Pre-Seed,130945,USD,130945,2022-01-01,Pre-Seed,"Artificial intelligence, data and algorithm-driven influencer marketing tool",https://www.geeklyzer.com,1,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
DeepSent,https://deepsent.ai,,,,,2022-01-01,,Deep learning based sentiment analysis SaaS platform,https://deepsent.ai,,"Deeptech, Artificial intelligence, SaaS","Izmir, Turkey, Asia",
DigiEye,https://digieye.ai,,,,,2022-01-01,,"Solutions for digitalization processes using electronic systems, industry 4.0(IOT), image processing and AI technologies",https://digieye.ai,,"Industry40, Internet of things, Image process, Artificial intelligence","Istanbul, Turkey, Asia",
Bulut Hizmet,https://buluthizmet.com,,,,,2022-01-01,,Smart IoT solutions with AI and machine learning integration,https://buluthizmet.com,,"Internet of things, Artificial intelligence","Istanbul, Turkey, Asia",
Homster,https://www.homster.com,SAFE,200000,USD,200000,2022-01-01,Pre-Seed,AI based interior design service,https://www.homster.com,1,"Artificial intelligence, Proptech","California, USA, Asia",
Car Studio AI,https://carstudio.ai,,,,,2022-01-01,,Artificial intelligence solutions for the second-hand automotive industry,https://carstudio.ai,,"Image process, Artificial intelligence, Autotech","Istanbul, Turkey, Asia",
Ekiptesin,https://www.ekiptesin.com,,,,,2022-01-01,,"AI-powered platform that optimizes recruitment and talent retention, paving the way for future hiring automation",https://www.ekiptesin.com,,"Hrtech, Artificial intelligence, SaaS","Ankara, Turkey, Asia",
Glov,https://glov.ai,Pre-Seed,1349999,USD,1349999,2022-01-01,Pre-Seed,Robotic shopper experience automation,https://glov.ai,1,"Ecommerce, Search engine, Artificial intelligence","Menlo Park, USA, Asia",
Stockimg AI,https://stockimg.ai,,,,,2022-01-01,,AI image generation for teams,https://stockimg.ai,,"Image process, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
TUSMEC,https://www.tusmec.com,Equity Crowdfunding,174551,USD,174551,2022-01-01,Seed,"UAV / UAV systems that are scalable and work autonomously with swarm intelligence, created for use in civil and military applications",https://www.tusmec.com,1,"Aviationtech , Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",
Emayer Technology,https://www.emayer.com.tr,,,,,2022-01-01,,Robotic solutions supported by artificial intelligence and deep learning,https://www.emayer.com.tr,,"Robotics, Deeptech, Artificial intelligence","Bursa, Turkey, Asia",
dert.,https://www.dert.solutions,,,,,2022-01-01,,Develops products and solutions in a cross disciplinary setting between psychology and data science,https://www.dert.solutions,,"Big data, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Forsico,https://forsico.io,,,,,2022-01-01,,Project management application that facilitates project processes with artificial intelligence,https://forsico.io,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Bita Energy,https://bitaenergy.com,Seed,37347,USD,37347,2022-01-01,Seed,Analysis of electricity distribution lines with artificial intelligence,https://bitaenergy.com,1,"Energy, Artificial intelligence","Istanbul, Turkey, Asia",
RegularAIzed,,,,,,2022-01-01,,"Aims to integrate data science and artificial intelligence solutions into real-time, dynamic, retroactive decision making and efficiency analyses for airside and ground operations",,,"Aviationtech , Artificial intelligence","Istanbul, Turkey, Asia",
Crait AI Technologies,http://crait.it,SAFE,380000,USD,380000,2022-01-01,Pre-Seed,AI powered product photo generator for brands,http://crait.it,1,"Productivity, Ecommerce, Artificial intelligence","Delaware, USA, Asia",
testint.ai,https://testint.ai,,,,,2022-01-01,,Data augmentation & AI testing platform specialized for computer vision problems,https://testint.ai,,"Artificial intelligence, SaaS","Ankara, Turkey, Asia",
Selfprof,https://selfprof.com,,,,,2022-01-01,,No-design is an AI-powered SaaS platform that provides web and digital marketing solutions,https://selfprof.com,,"Agency, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Sparkler,https://sparkler.ai,,,,,2022-01-01,,AI-powered note-taking app,https://sparkler.ai,,Artificial intelligence,"San Francisco, USA, Asia",
Kuasar Video,https://kuasarvideo.com,Seed,72826,USD,72826,2022-01-01,Seed,Audience-specific AI-powered videos,https://kuasarvideo.com,1,"Video, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
Atlasia,https://atlasia.us,,,,,2022-01-01,,Artificial intelligence and web 3.0 supported sustainability reporting and management platform,https://atlasia.us,,"Web3, Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",
FreshSens,https://freshsens.ai,Convertible Note,90000,USD,90000,2022-01-01,Pre-Seed,AI-powered platform supported by IoT sensors for storage extension and shelf-life prediction of perishables,https://freshsens.ai,1,"Internet of things, Climatetech, Foodtech, Artificial intelligence","Ankara, Turkey, Asia",
Driven,https://www.drivenavs.com,,,,,2022-01-01,,Autonomous vehicle solutions,https://www.drivenavs.com,,"Artificial intelligence, Autotech","Ankara, Turkey, Asia",
heQa.ai,https://heqa.ai,,,,,2022-01-01,,AI powered ear care solutions,https://heqa.ai,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
AppVest,http://app-vest.com,,,,,2022-01-01,,All in one solution for online manufacturing,http://app-vest.com,,"Industry40, Smart manufacturing, Artificial intelligence","Ankara, Turkey, Asia",
MIOTE,https://www.miote.com.tr,Pre-Seed,100000,USD,100000,2022-01-01,Pre-Seed,AI-powered maintenance assistant that monitors and detects abnormal conditions of electrical machines and continuously learns,https://www.miote.com.tr,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Bitely,https://bitely.ai,,,,,2022-01-01,,"AI, machine, and micro learning supported learning platform",https://bitely.ai,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
SCW.AI,https://scw.ai,Seed,1500000,USD,1500000,2022-01-01,Seed,Digital factory platform for self-driving supply chain,https://scw.ai,1,"Industry40, Internet of things, Artificial intelligence, SaaS","Princeton, USA, Asia",
Connectinno,http://www.connectinno.com,,,,,2022-01-01,,Mobile game studio,http://www.connectinno.com,,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
NuManufacturing,http://numanufacturing.net,Seed,100000,USD,100000,2022-01-01,Seed,"IoT communication, AI/ML/DL-based predictive maintenance platforms",http://numanufacturing.net,1,"Internet of things, Artificial intelligence","Istanbul, Turkey, Asia",
Proven Labs,,,,,,2022-01-01,,"Web3 technologies, DeFi solutions and AI apps",,,"Web3, Fintech, Artificial intelligence","Ankara, Turkey, Asia",
Cropy,https://cropy.ai,,,,,2022-01-01,,Platform for removing unwanted backgrounds from photos,https://cropy.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",
Parny,https://parny.io,Seed,300000,USD,300000,2022-01-01,Seed,Smart and interactive on-call management and alerting service,https://parny.io,1,"Cloud, Artificial intelligence, SaaS","Düzce, Turkey, Asia",
Agriverts,https://agriverts.com,,,,,2022-01-01,,AI based plant analysis system to indoor vertical farms,https://agriverts.com,,"Internet of things, Artificial intelligence, Agritech","Kocaeli, Turkey, Asia",
From Your Eyes,https://fromyoureyes.app,,,,,2022-01-01,,Application that aims to provide visual-impaired users with artificial intelligence and human collaboration imagery service,https://fromyoureyes.app,,Artificial intelligence,"Istanbul, Turkey, Asia",
Omnisense,https://omnisense.ai,,,,,2022-01-01,,"Software development, big data analytics, AI and machine learning solutions",https://omnisense.ai,,"Big data, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Cormind,https://cormind.com,,,,,2022-01-01,,Plug&run IIoT factory OS platform,https://cormind.com,,"Industry40, Internet of things, Smart manufacturing, Artificial intelligence","Istanbul, Turkey, Asia",
Seed Bilgi Teknolojileri,https://seedbilgiteknolojileri.com,,,,,2022-01-01,,Software and hardware solutions,https://seedbilgiteknolojileri.com,,"Agency, Image process, Artificial intelligence, Agritech","Ankara, Turkey, Asia",
Wyseye,https://wyseye.com,Pre-Seed,15000,USD,15000,2022-01-01,Pre-Seed,Artificial intelligence and image processing solutions,https://wyseye.com,1,"Image process, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Sightverse,https://www.sightverse.io,,,,,2022-01-01,,Consumer and brand facing platform that allows active users the ability to turn receipts from any retailer into cash,https://www.sightverse.io,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
Kavaken,https://www.kavaken.com,Seed,1100000,USD,1100000,2022-01-01,Seed,Artificial intelligence-powered solutions for energy companies,https://www.kavaken.com,1,"Cleantech, Energy, Artificial intelligence","Istanbul, Turkey, Asia",
Bossofin,http://bossofin.com,,,,,2022-01-01,,Online platform that facilitates the financial processes of companies with artificial intelligence and decision support system,http://bossofin.com,,"Fintech, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
Potanın Yıldızları,https://potaninyildizlari.com,,,,,2022-01-01,,Artificial intelligence application that controls real-time basketball fundamental exercises with a mobile application,https://potaninyildizlari.com,,"Image process, Sports, Artificial intelligence","Istanbul, Turkey, Asia",
Artifica,https://artifica.io,Seed,500000,USD,500000,2022-01-01,Seed,AI solutions for e-commerce,https://artifica.io,1,"Ecommerce, Artificial intelligence","Ankara, Turkey, Asia",
İntes Teknoloji,http://www.intesteknoloji.com,,,,,2022-01-01,,Big data analytics techniques and real time data solutions,http://www.intesteknoloji.com,,"Internet of things, Big data, Artificial intelligence","Ankara, Turkey, Asia",
Skala,https://www.skalasuite.com,,,,,2022-01-01,,Online MRP software for small business,https://www.skalasuite.com,,"Smart manufacturing, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
AGENTSCOPE.AI,https://www.agentscope.ai,,,,,2022-01-01,,AI-powered Apps creation service,https://www.agentscope.ai,,Artificial intelligence,"Ankara, Turkey, Asia",
Destek AL,https://www.destekalbusiness.com,,,,,2021-01-01,,"Solutions in software development, digital marketing, and educational technologies",https://www.destekalbusiness.com,,"Agency, Marketingtech, Artificial intelligence","Ankara, Turkey, Asia",
Wisest Yazılım,https://wisestyazilim.com,,,,,2021-01-01,,Software development and custom software project creation services,https://wisestyazilim.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",
Heoxa,https://www.heoxa.com,,,,,2021-01-01,,AI-powered online education platform,https://www.heoxa.com,,"Edutech, Artificial intelligence, SaaS","Bursa, Turkey, Asia",
Morla Moves,https://www.morlamoves.com,,,,,2021-01-01,,AI fitness partner,https://www.morlamoves.com,,"Fitness, Artificial intelligence","Amsterdam, The Netherlands, Asia",
Yesil Health AI,https://yesilhealth.com,,,,,2021-01-01,,LLM-powered assistant for all health questions and evidence-based answers,https://yesilhealth.com,,"Well-being, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
